,manufacturer,transmission,fuel_type,cylinders,wheels,msrp,style,model,year,horsepower,doors,market_category,size,highwaympg,citympg,popularity
1167,7,2,7,4,3,24990,3,46,5,146,4,1,1,34,29,586
1168,5,2,7,4,3,22735,3,20,4,180,4,1,1,31,22,819
1169,8,2,6,4,1,40950,11,40,4,241,4,9,3,31,24,617
1170,9,2,7,4,3,20795,3,88,3,148,4,1,1,32,25,436
1171,3,2,6,4,1,42300,11,12,3,240,4,9,3,33,22,3916
1172,7,2,7,4,3,24995,11,21,4,184,4,6,3,38,26,586
1173,10,2,6,6,4,41820,5,10,4,332,2,8,1,25,18,2009
1174,3,2,6,8,4,132200,11,33,3,540,4,4,2,25,16,3916
1175,10,4,7,6,2,30320,3,137,2,261,4,6,3,20,16,2009
1176,7,4,5,4,4,28665,5,77,3,167,2,10,1,28,21,586
1177,8,2,6,6,1,65200,3,57,3,362,4,1,2,21,17,617
1178,11,2,7,4,3,39850,3,134,4,240,4,1,3,31,23,870
1179,3,4,6,6,4,72500,5,72,3,425,2,4,3,26,17,3916
1180,7,2,5,4,4,29265,5,77,3,158,2,10,1,28,21,586
1181,6,1,6,8,4,257412,5,13,2,562,2,3,1,17,13,2774
1182,2,1,6,6,1,55400,11,102,2,333,4,4,3,28,18,3105
1183,10,2,7,4,3,17990,11,117,5,124,4,6,3,37,29,2009
1184,11,2,7,6,1,48250,3,134,3,300,4,1,3,24,17,870
1185,2,2,6,6,1,46400,3,92,5,272,4,1,3,26,18,3105
1186,5,4,5,4,3,19995,3,20,5,160,4,1,1,33,25,819
1187,7,2,7,4,3,21960,3,46,5,146,4,1,1,34,29,586
1188,3,1,6,8,4,113700,7,75,5,560,2,4,3,20,14,3916
1189,2,1,6,4,1,48400,11,101,5,292,4,4,1,28,21,3105
1190,10,4,6,6,4,41990,7,10,3,350,2,4,1,26,18,2009
1191,8,3,2,0,3,41450,2,39,3,177,4,7,1,82,85,617
1192,2,1,5,4,1,43050,11,25,4,220,4,9,1,33,24,3105
1193,8,2,6,12,4,189350,11,79,4,523,4,3,2,20,13,617
1194,2,2,3,4,1,43150,3,92,5,220,4,1,3,27,20,3105
1195,10,2,7,4,3,18350,11,117,3,130,4,6,3,39,30,2009
1196,8,2,1,4,1,54300,11,52,3,195,4,2,3,38,27,617
1197,3,2,6,8,1,72300,3,130,5,445,4,1,3,21,15,3916
1198,3,2,6,6,1,49200,2,8,4,300,4,7,3,30,20,3916
1199,3,2,6,8,4,89000,7,22,5,445,2,9,3,24,17,3916
1200,11,2,7,5,1,45400,3,134,3,250,4,1,3,25,18,870
1201,8,2,6,4,1,52900,5,40,5,241,2,9,3,29,22,617
1202,10,2,7,6,2,34360,8,55,4,261,4,6,1,21,15,2009
1203,2,1,6,4,1,42900,11,101,5,292,4,4,1,28,21,3105
1204,10,4,6,6,4,45270,5,10,3,332,2,8,1,24,17,2009
1205,10,2,7,4,3,22900,11,37,4,182,4,6,3,39,27,2009
1206,8,2,6,8,1,89950,3,57,4,429,4,1,2,18,13,617
1207,2,4,6,4,1,40500,7,28,4,220,2,9,3,32,22,3105
1208,11,2,7,6,1,44350,3,134,3,240,4,1,3,25,18,870
1209,11,2,7,5,1,41000,12,124,3,250,4,1,3,28,20,870
1210,4,2,7,6,4,35595,11,9,4,300,4,10,2,31,19,1013
1211,8,2,6,8,1,88600,3,57,2,429,4,1,2,18,13,617
1212,8,2,6,8,1,99600,11,100,5,449,4,9,2,25,16,617
1213,10,2,7,6,3,33150,3,90,4,260,4,1,2,27,20,2009
1214,7,2,7,4,1,29070,3,47,2,184,4,1,3,30,24,586
1215,10,2,7,4,4,20660,9,55,3,152,4,6,1,23,17,2009
1216,2,2,6,6,1,81500,11,31,4,333,4,9,2,28,18,3105
1217,1,1,6,4,4,53900,7,14,3,237,2,9,1,34,24,113
1218,3,2,6,6,1,47800,11,7,4,320,4,9,3,33,22,3916
1219,11,2,7,4,1,51000,3,134,5,302,4,1,3,29,20,870
1220,2,2,6,6,1,52900,3,92,3,272,4,1,3,26,18,3105
1221,2,4,6,10,1,190600,5,95,3,550,2,9,1,19,12,3105
1222,8,2,6,6,1,65100,3,61,4,362,4,1,3,23,17,617
1223,7,4,7,4,3,16210,2,3,2,100,4,7,1,35,29,586
1224,2,1,5,4,1,47000,5,118,5,220,2,9,1,30,23,3105
1225,11,2,7,4,3,41550,12,135,4,240,4,1,3,31,23,870
1226,7,2,7,4,3,24770,10,15,3,157,4,6,1,28,21,586
1227,10,4,7,4,4,18390,9,55,5,152,4,6,1,23,19,2009
1228,2,1,5,4,1,34200,11,25,4,220,4,9,1,33,24,3105
1229,3,2,6,4,1,44700,3,129,3,240,4,1,3,28,20,3916
1230,10,2,6,6,4,38370,7,10,4,332,2,8,1,26,19,2009
1231,8,1,6,4,3,32050,11,44,4,208,4,9,3,38,26,617
1232,11,2,7,6,1,49800,3,134,3,325,4,1,3,24,17,870
1233,10,2,7,6,2,31750,9,55,3,261,4,6,1,21,15,2009
1234,11,2,7,5,1,35450,11,105,3,250,4,9,3,29,20,870
1235,7,2,7,4,3,24470,10,15,1,157,4,6,1,28,22,586
1236,3,4,6,6,4,66200,7,72,5,425,2,4,3,26,17,3916
1237,10,2,7,6,2,35610,8,55,4,261,4,6,1,21,15,2009
1238,10,2,5,4,1,24400,2,65,5,188,4,1,1,30,26,2009
1239,2,1,6,8,1,77900,5,96,1,450,2,4,3,23,16,3105
1240,10,2,6,6,4,31290,7,10,5,332,2,8,1,26,19,2009
1241,4,2,4,4,3,22490,11,5,4,184,4,5,3,36,23,1013
1242,10,4,6,6,4,45490,7,10,3,350,2,4,1,26,18,2009
1243,3,2,6,4,4,31200,3,127,3,240,4,1,3,34,23,3916
1244,9,2,7,4,2,22195,3,88,4,148,4,1,1,29,23,436
1245,11,2,7,4,3,46750,3,134,3,302,4,1,3,30,22,870
1246,10,2,6,6,4,31290,7,10,3,332,2,8,1,26,19,2009
1247,4,2,7,6,1,41135,11,9,5,292,4,6,2,27,18,1013
1248,3,2,6,8,1,131300,11,33,2,540,4,4,2,24,16,3916
1249,3,2,6,4,1,40950,3,128,4,240,4,1,3,28,21,3916
1250,2,1,6,6,1,67350,5,103,4,333,2,4,3,26,18,3105
1251,10,2,6,6,4,46790,7,10,3,350,2,4,1,26,19,2009
1252,7,4,7,4,3,23845,11,21,3,184,4,6,3,37,25,586
1253,10,2,7,4,3,15480,2,126,4,109,4,7,1,40,31,2009
1254,3,2,6,4,4,41650,11,12,4,240,4,9,3,34,23,3916
1255,2,1,5,4,3,33600,11,25,4,170,4,9,1,33,23,3105
1256,7,4,7,4,3,20045,11,6,4,155,4,6,1,41,29,586
1257,3,2,1,6,1,59650,11,16,4,255,4,2,2,37,26,3916
1258,10,2,7,4,3,17590,11,125,3,109,4,6,1,40,31,2009
1259,11,2,5,4,3,51150,3,136,5,250,4,1,2,26,22,870
1260,2,2,6,6,1,68300,11,30,4,333,4,9,2,30,20,3105
1261,11,2,7,6,3,39700,3,136,2,240,4,1,3,25,16,870
1262,10,2,7,4,1,43780,3,84,4,250,4,1,3,30,26,2009
1263,11,2,7,5,1,37650,12,123,4,250,4,9,3,29,20,870
1264,3,1,6,6,4,65800,5,138,2,335,2,9,1,24,17,3916
1265,2,2,6,8,1,110700,11,97,5,560,4,4,2,25,15,3105
1266,5,4,5,4,4,28195,5,2,5,160,2,10,1,35,26,819
1267,8,2,6,8,1,98400,3,69,3,518,4,1,3,17,13,617
1268,9,2,7,4,1,26495,3,87,5,166,4,1,3,29,24,436
1269,7,4,5,4,4,23970,5,77,3,167,2,10,1,28,22,586
1270,8,2,6,4,4,38950,11,40,4,241,4,9,3,34,25,617
1271,8,2,6,6,1,55850,7,52,3,329,2,9,3,28,20,617
1272,10,2,7,8,2,55400,8,121,5,390,4,6,2,21,15,2009
1273,7,2,7,4,1,21210,3,46,4,146,4,1,1,32,27,586
1274,3,2,6,6,1,79100,7,22,3,315,2,9,3,29,20,3916
1275,3,4,6,6,4,62000,11,71,3,425,4,4,3,26,17,3916
1276,5,2,5,4,3,19390,1,18,5,101,2,7,1,33,27,819
1277,8,2,6,12,4,234050,7,100,4,621,2,4,2,20,13,617
1278,10,2,7,4,3,20720,4,86,3,131,4,6,1,26,24,2009
1279,10,1,5,6,1,115710,7,64,3,545,2,8,3,23,16,2009
1280,3,2,6,4,4,49950,11,16,3,241,4,9,2,34,23,3916
1281,3,1,6,8,4,94100,11,74,4,560,4,4,2,20,14,3916
1282,7,2,7,4,3,24945,2,6,5,184,4,7,1,35,26,586
1283,8,2,6,12,2,217900,3,56,4,621,4,4,3,13,11,617
1284,2,2,6,8,1,114900,11,108,3,520,4,4,2,27,17,3105
1285,3,1,6,8,4,115700,11,76,3,560,4,4,2,20,14,3916
1286,10,2,7,6,1,34400,3,84,5,260,4,1,3,28,21,2009
1287,11,2,7,4,3,41750,12,123,5,240,4,9,3,36,25,870
1288,2,2,6,4,1,39700,11,26,3,220,4,9,3,31,22,3105
1289,11,2,5,4,1,52950,11,110,5,316,4,9,2,31,22,870
1290,10,4,7,6,4,24540,9,55,3,261,4,6,1,22,16,2009
1291,5,2,7,4,1,24635,3,20,4,180,4,1,1,30,21,819
1292,7,2,7,4,3,22945,3,47,3,155,4,1,3,32,26,586
1293,10,2,7,6,3,34110,10,94,4,260,4,6,1,27,20,2009
1294,10,4,6,6,4,37070,7,10,4,332,2,8,1,26,18,2009
1295,8,2,6,8,1,115300,7,43,1,429,2,9,2,24,15,617
1296,10,2,7,6,4,32560,8,55,3,261,4,6,1,21,15,2009
1297,7,2,7,4,3,25245,11,21,5,184,4,6,3,35,26,586
1298,8,2,6,6,4,51100,3,60,4,302,4,1,3,24,18,617
1299,7,2,7,4,3,31520,3,48,4,227,4,1,2,28,22,586
1300,7,2,7,4,1,24895,3,47,4,184,4,1,3,30,24,586
1301,8,2,6,6,1,65600,11,52,4,329,4,9,3,28,20,617
1302,11,2,7,4,3,46675,12,135,4,240,4,1,3,31,23,870
1303,11,2,7,6,1,61300,12,123,4,345,4,4,3,27,18,870
1304,2,2,6,4,1,39300,3,92,3,220,4,1,3,28,20,3105
1305,10,2,7,8,4,33990,8,121,2,317,4,5,2,18,13,2009
1306,9,2,7,4,3,21295,3,88,3,168,4,1,1,28,23,436
1307,7,2,7,4,3,15560,2,3,2,100,4,7,1,34,28,586
1308,2,1,6,4,1,51700,5,120,3,265,2,4,1,31,22,3105
1309,9,2,7,4,2,27695,3,88,5,168,4,1,1,27,22,436
1310,10,4,6,6,4,37070,7,10,3,332,2,8,1,26,18,2009
1311,10,2,7,8,2,32210,9,121,2,317,4,5,2,17,12,2009
1312,8,2,6,4,1,54650,11,52,5,241,4,9,3,29,22,617
1313,7,2,7,6,1,36625,3,48,2,273,4,1,2,22,16,586
1314,10,2,7,6,3,32980,3,90,5,284,4,1,2,27,20,2009
1315,10,2,6,6,4,31290,7,10,4,332,2,8,1,26,19,2009
1316,9,4,7,3,3,13995,11,83,5,78,4,6,1,40,33,436
1317,11,2,7,6,1,59700,11,105,4,345,4,4,3,27,18,870
1318,4,2,7,6,1,40570,11,9,3,292,4,6,2,27,18,1013
1319,2,4,6,6,1,54300,11,102,3,333,4,4,3,26,17,3105
1320,2,1,6,4,1,52500,7,120,5,292,2,4,1,27,23,3105
1321,2,1,5,4,1,37700,11,25,4,220,4,9,1,33,24,3105
1322,2,1,6,8,1,124000,7,95,2,430,2,9,1,23,14,3105
1323,10,2,7,6,3,36100,3,90,5,284,4,1,2,27,20,2009
1324,11,2,7,4,3,41700,11,109,3,240,4,9,3,38,26,870
1325,7,4,7,4,3,17845,11,6,4,155,4,6,1,41,29,586
1326,11,2,7,6,1,41800,12,135,3,300,4,1,3,24,17,870
1327,3,2,6,4,1,34800,3,127,4,228,4,1,1,32,22,3916
1328,7,2,7,4,3,22895,11,21,3,184,4,6,3,38,26,586
1329,10,2,7,6,3,37130,3,84,4,260,4,1,3,28,21,2009
1330,8,2,6,6,4,53100,11,52,4,302,4,9,3,29,20,617
1331,3,2,6,4,4,38350,11,7,4,240,4,9,3,34,22,3916
1332,3,2,1,6,4,57350,11,16,4,255,4,2,2,38,26,3916
1333,7,4,7,4,3,25545,2,6,3,184,4,7,1,35,26,586
1334,3,2,6,6,4,44150,7,4,4,320,2,4,1,31,20,3916
1335,3,2,5,6,4,49050,5,4,5,335,2,4,1,32,21,3916
1336,10,2,7,6,4,24960,8,55,4,261,4,6,1,22,16,2009
1337,2,4,6,10,1,166100,5,95,3,525,2,9,1,19,12,3105
1338,8,2,6,4,1,40950,3,59,4,241,4,1,3,28,21,617
1339,3,2,6,8,4,94900,5,22,3,445,2,9,3,25,17,3916
1340,9,2,7,4,3,24495,3,87,5,166,4,1,3,30,25,436
1341,11,2,7,6,1,36900,12,135,3,240,4,1,3,25,18,870
1342,11,2,7,6,1,43950,11,109,3,300,4,9,3,28,19,870
1343,4,2,7,6,4,31695,11,9,3,292,4,6,2,31,19,1013
1344,8,2,6,8,1,107100,3,60,4,577,4,1,3,17,13,617
1345,2,1,5,4,3,37850,11,26,5,190,4,9,3,37,27,3105
1346,4,2,4,6,3,33695,10,122,3,283,4,5,3,25,17,1013
1347,7,2,7,6,3,35035,3,48,3,273,4,1,2,24,17,586
1348,10,2,6,6,4,46790,7,10,4,350,2,4,1,26,19,2009
1349,10,2,7,4,3,18790,11,117,5,124,4,6,3,37,29,2009
1350,1,1,6,4,4,63900,5,14,3,237,2,9,1,34,24,113
1351,8,2,6,8,4,67750,5,52,3,402,2,9,3,26,17,617
1352,9,4,7,3,3,14295,2,82,3,74,4,7,1,42,34,436
1353,2,2,5,4,3,39200,3,91,5,200,4,1,1,28,20,3105
1354,10,2,6,6,4,34870,7,10,5,332,2,8,1,26,19,2009
1355,3,4,6,6,4,51700,7,70,4,365,2,4,1,26,18,3916
1356,10,2,7,4,1,31310,3,98,5,170,4,1,3,32,25,2009
1357,3,2,6,4,4,50200,11,16,4,240,4,9,2,34,23,3916
1358,3,2,6,8,1,102200,3,133,4,567,4,1,3,19,14,3916
1359,7,2,7,4,3,25215,3,47,4,184,4,1,3,33,26,586
1360,2,2,1,6,1,50200,3,92,4,240,4,1,3,31,24,3105
1361,3,2,5,4,4,38950,5,4,5,248,2,9,1,34,23,3916
1362,11,2,7,4,3,39250,11,105,3,302,4,9,3,35,24,870
1363,4,2,4,6,1,31785,11,5,5,295,4,5,3,28,18,1013
1364,3,2,5,4,4,41950,11,12,5,248,4,9,3,34,23,3916
1365,9,4,7,4,3,19795,3,88,5,148,4,1,1,29,23,436
1366,11,2,7,4,1,44400,11,105,4,302,4,9,3,31,22,870
1367,10,2,7,6,4,24050,8,55,4,261,4,6,1,22,16,2009
1368,8,2,6,8,4,60300,7,52,4,402,2,9,3,26,18,617
1369,3,2,6,12,4,141200,11,24,3,535,4,9,2,20,13,3916
1370,9,2,7,4,3,18595,2,68,2,148,4,7,1,32,24,436
1371,2,2,5,4,3,44800,11,29,3,220,4,9,3,33,25,3105
1372,10,4,6,4,3,28020,2,65,3,215,4,1,1,31,25,2009
1373,11,2,7,6,1,45800,12,123,4,325,4,9,3,27,18,870
1374,10,2,7,4,3,15480,2,126,5,109,4,7,1,39,31,2009
1375,7,4,7,4,3,22395,2,6,5,184,4,7,1,33,25,586
1376,4,2,7,6,1,37570,11,9,3,300,4,6,2,27,18,1013
1377,2,2,1,6,1,59500,11,29,4,240,4,2,3,38,25,3105
1378,8,2,6,8,1,59450,3,69,2,402,4,1,3,19,14,617
1379,7,2,7,4,3,21960,3,46,4,146,4,1,1,35,29,586
1380,4,2,4,6,3,30765,10,122,2,283,4,5,3,25,17,1013
1381,5,4,5,4,3,22575,1,18,4,160,2,7,1,34,28,819
1382,3,2,6,6,1,63700,3,132,5,300,4,1,3,24,18,3916
1383,8,2,6,6,4,37090,3,62,1,302,4,1,3,25,19,617
1384,8,2,6,6,4,47270,3,69,1,302,4,1,3,23,18,617
1385,10,2,7,6,1,38550,3,84,3,260,4,1,3,28,21,2009
1386,3,2,6,8,4,132200,11,33,2,540,4,4,2,25,16,3916
1387,10,2,7,4,3,22230,4,86,5,131,4,6,1,26,24,2009
1388,10,4,7,6,2,31510,8,55,3,261,4,6,1,21,16,2009
1389,2,1,6,8,1,124900,7,95,3,430,2,9,1,23,14,3105
1390,2,2,3,4,1,42200,7,28,5,220,2,5,3,22,15,3105
1391,8,2,6,6,1,48590,11,40,3,329,4,9,3,29,21,617
1392,2,2,1,6,1,55000,3,92,3,240,4,1,3,31,24,3105
1393,7,4,7,4,3,23895,2,6,5,184,4,7,1,33,25,586
1394,7,2,7,4,1,29470,3,47,4,184,4,1,3,30,24,586
1395,8,2,6,8,2,139900,3,56,4,563,4,4,3,14,12,617
1396,10,2,7,6,1,40780,3,84,5,260,4,1,3,28,21,2009
1397,8,2,6,8,1,101700,11,52,4,577,4,4,3,22,15,617
1398,2,2,6,4,1,38000,11,26,4,220,4,9,3,31,22,3105
1399,8,2,6,8,4,111200,7,34,5,456,2,3,1,22,16,617
1400,7,4,7,4,3,20140,10,15,2,157,4,6,1,28,21,586
1401,10,2,7,4,3,15720,11,125,5,109,4,6,1,39,31,2009
1402,3,2,6,6,4,54900,5,11,3,300,2,9,3,31,20,3916
1403,10,2,7,4,3,22500,11,37,4,182,4,6,3,39,27,2009
1404,11,4,7,5,3,27850,1,41,1,227,2,7,1,29,21,870
1405,3,2,6,8,1,93900,11,23,4,445,4,9,2,24,15,3916
1406,8,2,6,8,4,149700,5,111,4,577,2,4,1,25,16,617
1407,8,2,6,6,1,46050,7,40,3,302,2,9,1,27,19,617
1408,10,2,5,4,1,22100,2,65,4,188,4,1,1,31,26,2009
1409,4,2,4,6,3,29995,10,122,3,283,4,5,3,25,17,1013
1410,10,2,5,6,3,31290,11,78,2,290,4,10,3,26,19,2009
1411,3,2,6,8,1,90400,7,22,3,445,2,9,3,25,16,3916
1412,7,2,7,4,3,40170,3,48,4,227,4,1,2,28,22,586
1413,3,2,6,8,1,67200,11,16,3,443,4,9,2,25,16,3916
1414,10,4,5,4,3,24830,2,65,5,188,4,1,1,33,27,2009
1415,10,4,6,6,4,29990,7,10,5,332,2,8,1,26,18,2009
1416,10,2,6,6,4,38370,7,10,5,332,2,8,1,26,19,2009
1417,3,2,6,4,4,40750,7,11,3,240,2,9,3,35,23,3916
1418,10,2,7,6,2,34670,3,90,5,284,4,1,2,26,19,2009
1419,10,2,7,6,2,26310,9,55,3,261,4,6,1,21,15,2009
1420,7,2,7,6,3,29985,3,48,2,273,4,1,2,24,17,586
1421,9,2,7,4,3,23995,3,88,4,168,4,1,1,28,23,436
1422,7,4,7,4,3,20445,11,6,5,155,4,6,3,37,27,586
1423,3,4,6,4,4,48950,5,138,2,240,2,9,1,34,22,3916
1424,10,2,7,6,4,25300,3,137,2,261,4,6,3,22,16,2009
1425,7,2,7,4,1,37770,3,48,4,227,4,1,2,27,21,586
1426,10,2,7,6,2,27630,8,55,3,261,4,6,1,21,15,2009
1427,5,4,5,4,4,24995,5,2,5,160,2,10,1,35,26,819
1428,2,1,6,10,1,162900,7,95,5,540,2,9,1,22,14,3105
1429,8,2,6,6,4,62350,11,52,3,329,4,9,3,29,20,617
1430,10,2,7,6,2,25440,3,137,2,261,4,6,3,20,15,2009
1431,10,2,7,6,2,31470,3,90,3,260,4,1,2,26,19,2009
1432,7,2,5,4,4,26230,5,77,3,158,2,10,1,28,21,586
1433,10,2,7,4,3,15530,11,125,3,109,4,6,1,40,31,2009
1434,2,2,1,6,1,48100,3,92,4,240,4,1,3,31,24,3105
1435,3,1,6,8,4,93600,11,74,3,560,4,4,2,20,14,3916
1436,11,2,7,6,1,43800,11,105,3,325,4,4,3,28,19,870
1437,11,2,7,5,1,37900,3,134,3,250,4,1,3,25,18,870
1438,10,1,6,6,1,101770,7,64,4,545,2,8,3,22,16,2009
1439,5,2,7,4,1,25235,3,20,4,180,4,1,1,30,21,819
1440,3,2,6,6,1,48000,3,129,3,300,4,1,3,27,19,3916
1441,10,2,5,4,1,27230,2,65,3,188,4,1,1,31,26,2009
1442,10,2,7,6,2,43250,3,90,3,260,4,1,2,26,19,2009
1443,10,2,7,6,2,26450,8,55,3,261,4,6,1,21,15,2009
1444,8,2,6,6,4,60300,5,112,5,362,2,4,1,29,20,617
1445,7,2,7,4,3,15560,2,3,1,100,4,7,1,34,28,586
1446,10,2,7,6,2,34010,8,55,3,261,4,6,1,21,15,2009
1447,7,2,7,6,3,32480,3,48,3,273,4,1,2,24,17,586
1448,11,2,7,4,1,51300,3,134,4,302,4,1,3,28,20,870
1449,9,2,7,4,3,22995,3,87,4,166,4,1,3,31,25,436
1450,5,2,7,4,3,23335,3,20,5,180,4,1,1,30,22,819
1451,3,1,6,8,4,119700,5,75,4,552,2,4,3,20,14,3916
1452,8,2,6,6,1,54800,11,52,3,302,4,9,3,28,20,617
1453,8,2,6,8,4,59400,7,52,3,402,2,9,3,26,18,617
1454,4,2,4,4,3,25170,11,5,3,184,4,5,3,36,23,1013
1455,3,2,6,4,4,38650,5,4,4,240,2,9,1,34,23,3916
1456,4,2,4,4,3,26685,11,5,5,184,4,5,3,36,23,1013
1457,10,2,5,4,1,26940,2,65,3,188,4,1,1,31,26,2009
1458,10,2,6,6,4,49400,5,10,5,332,2,8,1,25,18,2009
1459,4,2,7,6,1,38670,11,9,5,300,4,6,2,27,18,1013
1460,10,4,5,4,3,24830,2,65,3,188,4,1,1,34,28,2009
1461,8,2,6,12,4,191300,11,79,5,523,4,3,2,21,13,617
1462,9,2,7,4,1,27495,3,87,5,166,4,1,3,29,24,436
1463,3,2,6,6,1,50150,7,11,4,300,2,9,3,30,20,3916
1464,2,1,5,4,3,45900,11,26,5,252,4,9,3,33,25,3105
1465,2,1,6,8,1,70900,11,104,5,450,4,4,3,27,18,3105
1466,2,4,6,4,1,42800,7,28,4,220,2,9,3,32,22,3105
1467,11,2,7,6,1,42950,3,134,3,300,4,1,3,24,17,870
1468,2,1,6,8,1,79200,5,96,3,450,2,4,3,22,16,3105
1469,10,2,7,8,4,40580,8,121,2,317,4,5,2,18,13,2009
1470,7,2,7,6,1,36625,3,48,3,273,4,1,2,22,16,586
1471,2,2,5,4,1,42400,12,139,3,220,4,9,3,28,21,3105
1472,7,2,7,4,3,29895,11,21,3,184,4,6,3,40,28,586
1473,5,4,5,4,3,19700,1,18,3,135,2,7,1,34,28,819
1474,11,2,7,5,3,41200,5,42,1,227,2,9,1,28,19,870
1475,2,2,1,6,1,53400,3,93,3,240,4,1,2,28,19,3105
1476,8,2,6,8,4,96600,11,100,5,449,4,9,2,26,18,617
1477,7,2,7,6,1,34070,3,48,2,273,4,1,2,22,16,586
1478,2,1,6,6,1,61100,5,103,4,333,2,4,3,26,18,3105
1479,11,2,7,4,3,36050,12,135,3,240,4,1,3,31,24,870
1480,3,2,6,6,4,61400,3,132,5,300,4,1,3,25,18,3916
1481,3,2,6,4,1,50750,5,11,3,240,2,9,3,33,21,3916
1482,7,2,7,4,3,22995,11,21,5,184,4,6,3,35,26,586
1483,10,2,7,4,3,17760,11,117,4,130,4,6,3,38,29,2009
1484,2,1,6,10,1,162900,7,95,3,525,2,9,1,22,13,3105
1485,2,1,5,4,3,30900,11,25,4,170,4,9,1,33,23,3105
1486,2,1,5,4,1,40300,5,25,5,220,2,9,1,34,25,3105
1487,2,2,1,6,1,58900,3,93,2,240,4,1,2,28,19,3105
1488,10,2,7,4,4,20960,9,55,4,152,4,6,1,23,17,2009
1489,10,2,7,6,3,29740,3,84,4,260,4,1,3,28,21,2009
1490,9,1,6,4,1,37895,11,67,1,291,4,4,1,22,17,436
1491,11,2,7,4,1,48950,12,123,5,302,4,9,3,31,23,870
1492,9,4,7,3,3,12995,2,82,3,74,4,7,1,42,34,436
1493,11,2,7,6,1,46950,3,134,3,325,4,1,3,24,17,870
1494,11,2,5,4,1,55400,3,136,4,316,4,1,2,25,20,870
1495,7,2,7,4,3,24895,11,21,3,184,4,6,3,38,26,586
1496,2,2,6,4,1,37600,11,26,3,220,4,9,3,31,22,3105
1497,10,2,5,4,1,24150,2,65,3,188,4,1,1,31,26,2009
1498,3,2,6,8,1,70100,3,130,3,445,4,1,3,22,15,3916
1499,2,2,6,6,1,60200,3,116,3,354,4,1,3,24,17,3105
1500,10,2,7,8,2,52780,3,38,3,317,4,6,2,18,12,2009
1501,5,4,5,4,3,20695,12,19,3,160,4,6,1,33,25,819
1502,10,4,7,6,2,25400,8,55,3,261,4,6,1,21,16,2009
1503,10,2,7,6,3,30290,3,90,5,284,4,1,2,27,20,2009
1504,4,2,4,6,1,30825,11,5,3,295,4,5,3,29,18,1013
1505,3,2,1,6,1,59300,3,130,5,255,4,1,3,30,23,3916
1506,3,3,2,0,4,42400,2,140,3,170,4,7,1,111,137,3916
1507,4,2,7,6,1,34760,11,9,4,292,4,6,2,27,18,1013
1508,4,2,7,6,4,38635,11,9,5,292,4,10,2,30,19,1013
1509,11,2,7,6,1,42650,3,134,3,300,4,1,3,24,17,870
1510,8,1,6,8,4,129900,7,34,4,503,2,3,1,22,16,617
1511,10,2,5,4,3,20250,2,65,4,188,4,1,1,32,28,2009
1512,2,2,6,4,1,40100,11,26,4,220,4,9,3,31,22,3105
1513,3,2,5,4,1,40750,11,7,5,248,4,9,3,33,23,3916
1514,8,1,6,4,1,33300,3,58,3,208,4,1,1,32,24,617
1515,7,2,7,4,1,24445,3,47,4,184,4,1,3,30,24,586
1516,5,4,5,4,3,18700,1,18,3,101,2,7,1,40,31,819
1517,2,2,6,6,1,82500,11,31,5,333,4,9,2,29,19,3105
1518,8,3,2,0,3,41450,2,39,4,177,4,7,1,82,85,617
1519,2,1,6,4,1,48650,11,101,4,292,4,4,1,31,23,3105
1520,5,4,5,4,4,27495,5,2,5,160,2,10,1,35,26,819
1521,9,2,5,6,1,31695,3,87,5,224,4,1,3,27,20,436
1522,2,2,6,4,1,42200,3,92,3,220,4,1,3,28,20,3105
1523,8,2,6,6,4,84000,5,111,3,329,2,9,1,27,20,617
1524,5,4,5,4,3,26595,5,18,3,160,2,4,1,34,28,819
1525,8,2,6,6,4,54200,7,52,4,329,2,9,3,29,20,617
1526,4,2,4,6,3,38445,10,122,4,283,4,5,3,25,17,1013
1527,2,2,6,8,1,90500,11,31,4,450,4,9,2,29,18,3105
1528,3,2,6,6,1,49700,3,129,4,300,4,1,3,27,19,3916
1529,10,2,7,4,3,18710,2,126,4,109,4,7,1,40,31,2009
1530,3,4,6,6,4,39600,7,1,1,300,2,9,1,28,20,3916
1531,4,2,4,6,3,34145,10,122,4,283,4,5,3,25,17,1013
1532,2,2,6,4,1,45000,11,26,3,220,4,9,3,31,22,3105
1533,11,2,7,4,3,42850,3,134,3,240,4,1,3,31,24,870
1534,11,2,7,6,1,37550,12,135,3,240,4,1,3,25,18,870
1535,3,2,6,6,4,83600,5,22,3,315,2,9,3,31,20,3916
1536,6,1,6,12,4,315888,7,53,1,731,2,3,3,16,11,2774
1537,3,2,6,6,1,80300,7,22,4,315,2,9,3,29,20,3916
1538,2,2,5,4,1,33900,3,91,5,200,4,1,1,28,20,3105
1539,10,2,7,4,3,23330,3,98,4,170,4,1,3,33,26,2009
1540,10,2,7,4,3,17930,2,126,3,109,4,7,1,40,31,2009
1541,3,2,6,6,4,55600,11,16,3,302,4,9,2,31,20,3916
1542,10,2,5,4,3,20250,2,65,3,188,4,1,1,32,28,2009
1543,8,2,6,6,1,55600,11,52,4,302,4,9,3,28,20,617
1544,8,3,2,0,3,39900,2,39,5,177,4,7,1,82,85,617
1545,8,2,6,6,4,85050,5,111,4,329,2,9,1,27,20,617
1546,11,2,7,4,3,35950,12,123,3,240,4,9,3,37,25,870
1547,11,2,7,4,3,37100,12,135,4,240,4,1,3,31,23,870
