manufacturer,transmission,fuel_type,cylinders,wheels,msrp,style,model,year,horsepower,doors,market_category,size,highwaympg,citympg,popularity
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,34870,Coupe,370Z,2017,332,2,High-Performance,Compact,26,19,2009
BMW,MANUAL,premium unleaded (required),6,rear wheel drive,51700,Coupe,M2,2016,365,2,Factory Tuner,Compact,26,18,3916
Nissan,AUTOMATIC,regular unleaded,4,all wheel drive,31310,4dr SUV,Rogue,2017,170,4,Crossover,Midsize,32,25,2009
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,50200,Sedan,5 Series,2016,240,4,Luxury,Large,34,23,3916
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,102200,4dr SUV,X6 M,2016,567,4,Crossover,Midsize,19,14,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,25215,4dr SUV,CX-5,2016,184,4,Crossover,Midsize,33,26,586
Audi,AUTOMATIC,diesel,6,all wheel drive,50200,4dr SUV,Q5,2016,240,4,Crossover,Midsize,31,24,3105
BMW,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,38950,Convertible,2 Series,2017,248,2,Luxury,Compact,34,23,3916
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,39250,Sedan,S60,2015,302,4,Luxury,Midsize,35,24,870
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),6,all wheel drive,31785,Sedan,200,2017,295,4,Flex Fuel,Midsize,28,18,1013
BMW,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,41950,Sedan,4 Series Gran Coupe,2017,248,4,Luxury,Midsize,34,23,3916
Mitsubishi,MANUAL,regular unleaded,4,front wheel drive,19795,4dr SUV,Outlander Sport,2017,148,4,Crossover,Compact,29,23,436
Volvo,AUTOMATIC,regular unleaded,4,all wheel drive,44400,Sedan,S60,2016,302,4,Luxury,Midsize,31,22,870
Nissan,AUTOMATIC,regular unleaded,6,rear wheel drive,24050,Crew Cab Pickup,Frontier,2016,261,4,Generic,Compact,22,16,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,60300,Coupe,E-Class,2016,402,2,Luxury,Midsize,26,18,617
BMW,AUTOMATIC,premium unleaded (required),12,rear wheel drive,141200,Sedan,7 Series,2015,535,4,Luxury,Large,20,13,3916
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,18595,4dr Hatchback,Lancer Sportback,2014,148,4,Hatchback,Compact,32,24,436
Audi,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,44800,Sedan,A6,2015,220,4,Luxury,Midsize,33,25,3105
Nissan,MANUAL,premium unleaded (required),4,front wheel drive,28020,4dr Hatchback,Juke,2015,215,4,Crossover,Compact,31,25,2009
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,45800,Wagon,V60,2016,325,4,Luxury,Midsize,27,18,870
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,15480,4dr Hatchback,Versa Note,2017,109,4,Hatchback,Compact,39,31,2009
Mazda,MANUAL,regular unleaded,4,front wheel drive,22395,4dr Hatchback,3,2017,184,4,Hatchback,Compact,33,25,586
Chrysler,AUTOMATIC,regular unleaded,6,all wheel drive,37570,Sedan,300,2015,300,4,Generic,Large,27,18,1013
Audi,AUTOMATIC,diesel,6,all wheel drive,59500,Sedan,A6,2016,240,4,Diesel,Midsize,38,25,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,59450,4dr SUV,M-Class,2014,402,4,Crossover,Midsize,19,14,617
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,21960,4dr SUV,CX-3,2016,146,4,Crossover,Compact,35,29,586
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),6,front wheel drive,30765,Passenger Minivan,Town and Country,2014,283,4,Flex Fuel,Midsize,25,17,1013
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,22575,2dr Hatchback,500,2016,160,2,Hatchback,Compact,34,28,819
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,63700,4dr SUV,X6,2017,300,4,Crossover,Midsize,24,18,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,37090,4dr SUV,GLK-Class,2013,302,4,Crossover,Midsize,25,19,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,47270,4dr SUV,M-Class,2013,302,4,Crossover,Midsize,23,18,617
Nissan,AUTOMATIC,regular unleaded,6,all wheel drive,38550,4dr SUV,Murano,2015,260,4,Crossover,Midsize,28,21,2009
BMW,AUTOMATIC,premium unleaded (required),8,rear wheel drive,132200,Sedan,ALPINA B7,2014,540,4,Factory Tuner,Large,25,16,3916
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,22230,Cargo Minivan,NV200,2017,131,4,Generic,Compact,26,24,2009
Nissan,MANUAL,regular unleaded,6,four wheel drive,31510,Crew Cab Pickup,Frontier,2015,261,4,Generic,Compact,21,16,2009
Audi,AUTOMATED_MANUAL,premium unleaded (required),8,all wheel drive,124900,Coupe,R8,2015,430,2,Luxury,Compact,23,14,3105
Audi,AUTOMATIC,flex-fuel (premium unleaded recommended/E85),4,all wheel drive,42200,Coupe,A5,2017,220,2,Flex Fuel,Midsize,22,15,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,48590,Sedan,C-Class,2015,329,4,Luxury,Midsize,29,21,617
Audi,AUTOMATIC,diesel,6,all wheel drive,55000,4dr SUV,Q5,2015,240,4,Crossover,Midsize,31,24,3105
Mazda,MANUAL,regular unleaded,4,front wheel drive,23895,4dr Hatchback,3,2017,184,4,Hatchback,Compact,33,25,586
Mazda,AUTOMATIC,regular unleaded,4,all wheel drive,29470,4dr SUV,CX-5,2016,184,4,Crossover,Midsize,30,24,586
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,four wheel drive,139900,4dr SUV,G-Class,2016,563,4,Factory Tuner,Midsize,14,12,617
Nissan,AUTOMATIC,regular unleaded,6,all wheel drive,40780,4dr SUV,Murano,2017,260,4,Crossover,Midsize,28,21,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,101700,Sedan,E-Class,2016,577,4,Factory Tuner,Midsize,22,15,617
Audi,AUTOMATIC,premium unleaded (required),4,all wheel drive,38000,Sedan,A4,2016,220,4,Luxury,Midsize,31,22,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,111200,Coupe,AMG GT,2017,456,2,Exotic,Compact,22,16,617
Mazda,MANUAL,regular unleaded,4,front wheel drive,20140,Passenger Minivan,5,2014,157,4,Generic,Compact,28,21,586
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,15720,Sedan,Versa,2017,109,4,Generic,Compact,39,31,2009
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,54900,Convertible,4 Series,2015,300,2,Luxury,Midsize,31,20,3916
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,22500,Sedan,Altima,2016,182,4,Generic,Midsize,39,27,2009
Volvo,MANUAL,regular unleaded,5,front wheel drive,27850,2dr Hatchback,C30,2013,227,2,Hatchback,Compact,29,21,870
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,93900,Sedan,6 Series Gran Coupe,2016,445,4,Luxury,Large,24,15,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,149700,Convertible,SL-Class,2016,577,2,Factory Tuner,Compact,25,16,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,46050,Coupe,C-Class,2015,302,2,Luxury,Compact,27,19,617
Nissan,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,22100,4dr Hatchback,Juke,2016,188,4,Crossover,Compact,31,26,2009
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),6,front wheel drive,29995,Passenger Minivan,Town and Country,2015,283,4,Flex Fuel,Midsize,25,17,1013
Nissan,AUTOMATIC,premium unleaded (recommended),6,front wheel drive,31290,Sedan,Maxima,2014,290,4,Performance,Midsize,26,19,2009
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,90400,Coupe,6 Series,2015,445,2,Luxury,Midsize,25,16,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,40170,4dr SUV,CX-9,2016,227,4,Crossover,Large,28,22,586
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,67200,Sedan,5 Series,2015,443,4,Luxury,Large,25,16,3916
Nissan,MANUAL,premium unleaded (recommended),4,front wheel drive,24830,4dr Hatchback,Juke,2017,188,4,Crossover,Compact,33,27,2009
Nissan,MANUAL,premium unleaded (required),6,rear wheel drive,29990,Coupe,370Z,2017,332,2,High-Performance,Compact,26,18,2009
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,38370,Coupe,370Z,2017,332,2,High-Performance,Compact,26,19,2009
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,40750,Coupe,4 Series,2015,240,2,Luxury,Midsize,35,23,3916
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,34670,4dr SUV,Pathfinder,2017,284,4,Crossover,Large,26,19,2009
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,26310,Extended Cab Pickup,Frontier,2015,261,4,Generic,Compact,21,15,2009
Mazda,AUTOMATIC,regular unleaded,6,front wheel drive,29985,4dr SUV,CX-9,2014,273,4,Crossover,Large,24,17,586
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,23995,4dr SUV,Outlander Sport,2016,168,4,Crossover,Compact,28,23,436
Mazda,MANUAL,regular unleaded,4,front wheel drive,20445,Sedan,3,2017,155,4,Generic,Midsize,37,27,586
BMW,MANUAL,premium unleaded (required),4,rear wheel drive,48950,Convertible,Z4,2014,240,2,Luxury,Compact,34,22,3916
Nissan,AUTOMATIC,regular unleaded,6,rear wheel drive,25300,4dr SUV,Xterra,2014,261,4,Generic,Midsize,22,16,2009
Mazda,AUTOMATIC,regular unleaded,4,all wheel drive,37770,4dr SUV,CX-9,2016,227,4,Crossover,Large,27,21,586
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,27630,Crew Cab Pickup,Frontier,2015,261,4,Generic,Compact,21,15,2009
FIAT,MANUAL,premium unleaded (recommended),4,rear wheel drive,24995,Convertible,124 Spider,2017,160,2,Performance,Compact,35,26,819
Audi,AUTOMATED_MANUAL,premium unleaded (required),10,all wheel drive,162900,Coupe,R8,2017,540,2,Luxury,Compact,22,14,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,62350,Sedan,E-Class,2015,329,4,Luxury,Midsize,29,20,617
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,25440,4dr SUV,Xterra,2014,261,4,Generic,Midsize,20,15,2009
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,31470,4dr SUV,Pathfinder,2015,260,4,Crossover,Large,26,19,2009
Mazda,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,26230,Convertible,MX-5 Miata,2015,158,2,Performance,Compact,28,21,586
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,15530,Sedan,Versa,2015,109,4,Generic,Compact,40,31,2009
Audi,AUTOMATIC,diesel,6,all wheel drive,48100,4dr SUV,Q5,2016,240,4,Crossover,Midsize,31,24,3105
BMW,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,93600,Sedan,M5,2015,560,4,Factory Tuner,Large,20,14,3916
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,43800,Sedan,S60,2015,325,4,Factory Tuner,Midsize,28,19,870
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,37900,4dr SUV,XC60,2015,250,4,Crossover,Midsize,25,18,870
Nissan,AUTOMATED_MANUAL,premium unleaded (required),6,all wheel drive,101770,Coupe,GT-R,2016,545,2,High-Performance,Midsize,22,16,2009
FIAT,AUTOMATIC,regular unleaded,4,all wheel drive,25235,4dr SUV,500X,2016,180,4,Crossover,Compact,30,21,819
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,48000,4dr SUV,X4,2015,300,4,Crossover,Midsize,27,19,3916
Nissan,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,27230,4dr Hatchback,Juke,2015,188,4,Crossover,Compact,31,26,2009
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,43250,4dr SUV,Pathfinder,2015,260,4,Crossover,Large,26,19,2009
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,26450,Crew Cab Pickup,Frontier,2015,261,4,Generic,Compact,21,15,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,60300,Convertible,SLC-Class,2017,362,2,Factory Tuner,Compact,29,20,617
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,15560,4dr Hatchback,2,2013,100,4,Hatchback,Compact,34,28,586
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,34010,Crew Cab Pickup,Frontier,2015,261,4,Generic,Compact,21,15,2009
Mazda,AUTOMATIC,regular unleaded,6,front wheel drive,32480,4dr SUV,CX-9,2015,273,4,Crossover,Large,24,17,586
Volvo,AUTOMATIC,regular unleaded,4,all wheel drive,51300,4dr SUV,XC60,2016,302,4,Crossover,Midsize,28,20,870
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,22995,4dr SUV,Outlander,2016,166,4,Crossover,Midsize,31,25,436
FIAT,AUTOMATIC,regular unleaded,4,front wheel drive,23335,4dr SUV,500X,2017,180,4,Crossover,Compact,30,22,819
BMW,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,119700,Convertible,M6,2016,552,2,Factory Tuner,Midsize,20,14,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,54800,Sedan,E-Class,2015,302,4,Luxury,Midsize,28,20,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,59400,Coupe,E-Class,2015,402,2,Luxury,Midsize,26,18,617
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),4,front wheel drive,25170,Sedan,200,2015,184,4,Flex Fuel,Midsize,36,23,1013
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,38650,Convertible,2 Series,2016,240,2,Luxury,Compact,34,23,3916
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),4,front wheel drive,26685,Sedan,200,2017,184,4,Flex Fuel,Midsize,36,23,1013
Nissan,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,26940,4dr Hatchback,Juke,2015,188,4,Crossover,Compact,31,26,2009
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,49400,Convertible,370Z,2017,332,2,High-Performance,Compact,25,18,2009
Chrysler,AUTOMATIC,regular unleaded,6,all wheel drive,38670,Sedan,300,2017,300,4,Generic,Large,27,18,1013
Nissan,MANUAL,premium unleaded (recommended),4,front wheel drive,24830,4dr Hatchback,Juke,2015,188,4,Crossover,Compact,34,28,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),12,rear wheel drive,191300,Sedan,Maybach,2017,523,4,Exotic,Large,21,13,617
Mitsubishi,AUTOMATIC,regular unleaded,4,all wheel drive,27495,4dr SUV,Outlander,2017,166,4,Crossover,Midsize,29,24,436
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,50150,Coupe,4 Series,2016,300,2,Luxury,Midsize,30,20,3916
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,front wheel drive,45900,Sedan,A4,2017,252,4,Luxury,Midsize,33,25,3105
Audi,AUTOMATED_MANUAL,premium unleaded (required),8,all wheel drive,70900,Sedan,S6,2017,450,4,Factory Tuner,Midsize,27,18,3105
Audi,MANUAL,premium unleaded (required),4,all wheel drive,42800,Coupe,A5,2016,220,2,Luxury,Midsize,32,22,3105
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,42950,4dr SUV,XC60,2015,300,4,Crossover,Midsize,24,17,870
Audi,AUTOMATED_MANUAL,premium unleaded (required),8,all wheel drive,79200,Convertible,RS 5,2015,450,2,Factory Tuner,Midsize,22,16,3105
Nissan,AUTOMATIC,regular unleaded,8,rear wheel drive,40580,Crew Cab Pickup,Titan,2014,317,4,Flex Fuel,Large,18,13,2009
Mazda,AUTOMATIC,regular unleaded,6,all wheel drive,36625,4dr SUV,CX-9,2015,273,4,Crossover,Large,22,16,586
Audi,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,42400,Wagon,allroad,2015,220,4,Luxury,Midsize,28,21,3105
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,29895,Sedan,6,2015,184,4,Generic,Midsize,40,28,586
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,19700,2dr Hatchback,500,2015,135,2,Hatchback,Compact,34,28,819
Volvo,AUTOMATIC,regular unleaded,5,front wheel drive,41200,Convertible,C70,2013,227,2,Luxury,Compact,28,19,870
Audi,AUTOMATIC,diesel,6,all wheel drive,53400,4dr SUV,Q7,2015,240,4,Crossover,Large,28,19,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,96600,Sedan,S-Class,2017,449,4,Luxury,Large,26,18,617
Mazda,AUTOMATIC,regular unleaded,6,all wheel drive,34070,4dr SUV,CX-9,2014,273,4,Crossover,Large,22,16,586
Audi,AUTOMATED_MANUAL,premium unleaded (required),6,all wheel drive,61100,Convertible,S5,2016,333,2,Factory Tuner,Midsize,26,18,3105
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,36050,Wagon,XC70,2015,240,4,Crossover,Midsize,31,24,870
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,61400,4dr SUV,X6,2017,300,4,Crossover,Midsize,25,18,3916
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,50750,Convertible,4 Series,2015,240,2,Luxury,Midsize,33,21,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,22995,Sedan,6,2017,184,4,Generic,Midsize,35,26,586
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,17760,Sedan,Sentra,2016,130,4,Generic,Midsize,38,29,2009
Audi,AUTOMATED_MANUAL,premium unleaded (required),10,all wheel drive,162900,Coupe,R8,2015,525,2,Luxury,Compact,22,13,3105
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,front wheel drive,30900,Sedan,A3,2016,170,4,Luxury,Compact,33,23,3105
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,40300,Convertible,A3,2017,220,2,Luxury,Compact,34,25,3105
Audi,AUTOMATIC,diesel,6,all wheel drive,58900,4dr SUV,Q7,2014,240,4,Crossover,Large,28,19,3105
Nissan,AUTOMATIC,regular unleaded,4,rear wheel drive,20960,Extended Cab Pickup,Frontier,2016,152,4,Generic,Compact,23,17,2009
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,29740,4dr SUV,Murano,2016,260,4,Crossover,Midsize,28,21,2009
Mitsubishi,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,37895,Sedan,Lancer Evolution,2013,291,4,Factory Tuner,Compact,22,17,436
Volvo,AUTOMATIC,regular unleaded,4,all wheel drive,48950,Wagon,V60,2017,302,4,Luxury,Midsize,31,23,870
Mitsubishi,MANUAL,regular unleaded,3,front wheel drive,12995,4dr Hatchback,Mirage,2015,74,4,Hatchback,Compact,42,34,436
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,46950,4dr SUV,XC60,2015,325,4,Crossover,Midsize,24,17,870
Volvo,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,55400,4dr SUV,XC90,2016,316,4,Crossover,Large,25,20,870
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,24895,Sedan,6,2015,184,4,Generic,Midsize,38,26,586
Audi,AUTOMATIC,premium unleaded (required),4,all wheel drive,37600,Sedan,A4,2015,220,4,Luxury,Midsize,31,22,3105
Nissan,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,24150,4dr Hatchback,Juke,2015,188,4,Crossover,Compact,31,26,2009
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,70100,4dr SUV,X5,2015,445,4,Crossover,Midsize,22,15,3916
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,60200,4dr SUV,SQ5,2015,354,4,Crossover,Midsize,24,17,3105
Nissan,AUTOMATIC,regular unleaded,8,four wheel drive,52780,4dr SUV,Armada,2015,317,4,Generic,Large,18,12,2009
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,20695,Wagon,500L,2015,160,4,Generic,Compact,33,25,819
Nissan,MANUAL,regular unleaded,6,four wheel drive,25400,Crew Cab Pickup,Frontier,2015,261,4,Generic,Compact,21,16,2009
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,30290,4dr SUV,Pathfinder,2017,284,4,Crossover,Large,27,20,2009
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),6,all wheel drive,30825,Sedan,200,2015,295,4,Flex Fuel,Midsize,29,18,1013
BMW,AUTOMATIC,diesel,6,all wheel drive,59300,4dr SUV,X5,2017,255,4,Crossover,Midsize,30,23,3916
BMW,DIRECT_DRIVE,electric,0,rear wheel drive,42400,4dr Hatchback,i3,2015,170,4,Hatchback,Compact,111,137,3916
Chrysler,AUTOMATIC,regular unleaded,6,all wheel drive,34760,Sedan,300,2016,292,4,Generic,Large,27,18,1013
Chrysler,AUTOMATIC,regular unleaded,6,rear wheel drive,38635,Sedan,300,2017,292,4,Performance,Large,30,19,1013
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,42650,4dr SUV,XC60,2015,300,4,Crossover,Midsize,24,17,870
Mercedes-Benz,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,129900,Coupe,AMG GT,2016,503,2,Exotic,Compact,22,16,617
Nissan,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,20250,4dr Hatchback,Juke,2016,188,4,Crossover,Compact,32,28,2009
Audi,AUTOMATIC,premium unleaded (required),4,all wheel drive,40100,Sedan,A4,2016,220,4,Luxury,Midsize,31,22,3105
BMW,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,40750,Sedan,3 Series,2017,248,4,Luxury,Midsize,33,23,3916
Mercedes-Benz,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,33300,4dr SUV,GLA-Class,2015,208,4,Crossover,Compact,32,24,617
Mazda,AUTOMATIC,regular unleaded,4,all wheel drive,24445,4dr SUV,CX-5,2016,184,4,Crossover,Midsize,30,24,586
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,18700,2dr Hatchback,500,2015,101,2,Hatchback,Compact,40,31,819
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,82500,Sedan,A8,2017,333,4,Luxury,Large,29,19,3105
Mercedes-Benz,DIRECT_DRIVE,electric,0,front wheel drive,41450,4dr Hatchback,B-Class Electric Drive,2016,177,4,Hatchback,Compact,82,85,617
Audi,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,48650,Sedan,S3,2016,292,4,Factory Tuner,Compact,31,23,3105
FIAT,MANUAL,premium unleaded (recommended),4,rear wheel drive,27495,Convertible,124 Spider,2017,160,2,Performance,Compact,35,26,819
Mitsubishi,AUTOMATIC,premium unleaded (recommended),6,all wheel drive,31695,4dr SUV,Outlander,2017,224,4,Crossover,Midsize,27,20,436
Audi,AUTOMATIC,premium unleaded (required),4,all wheel drive,42200,4dr SUV,Q5,2015,220,4,Crossover,Midsize,28,20,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,84000,Convertible,SL-Class,2015,329,2,Luxury,Compact,27,20,617
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,26595,Convertible,500,2015,160,2,Factory Tuner,Compact,34,28,819
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,54200,Coupe,E-Class,2016,329,2,Luxury,Midsize,29,20,617
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),6,front wheel drive,38445,Passenger Minivan,Town and Country,2016,283,4,Flex Fuel,Midsize,25,17,1013
Audi,AUTOMATIC,premium unleaded (required),8,all wheel drive,90500,Sedan,A8,2016,450,4,Luxury,Large,29,18,3105
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,49700,4dr SUV,X4,2016,300,4,Crossover,Midsize,27,19,3916
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,18710,4dr Hatchback,Versa Note,2016,109,4,Hatchback,Compact,40,31,2009
BMW,MANUAL,premium unleaded (required),6,rear wheel drive,39600,Coupe,1 Series,2013,300,2,Luxury,Compact,28,20,3916
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),6,front wheel drive,34145,Passenger Minivan,Town and Country,2016,283,4,Flex Fuel,Midsize,25,17,1013
Audi,AUTOMATIC,premium unleaded (required),4,all wheel drive,45000,Sedan,A4,2015,220,4,Luxury,Midsize,31,22,3105
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,42850,4dr SUV,XC60,2015,240,4,Crossover,Midsize,31,24,870
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,37550,Wagon,XC70,2015,240,4,Crossover,Midsize,25,18,870
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,83600,Convertible,6 Series,2015,315,2,Luxury,Midsize,31,20,3916
Ferrari,AUTOMATED_MANUAL,premium unleaded (required),12,rear wheel drive,315888,Coupe,F12 Berlinetta,2013,731,2,Exotic,Midsize,16,11,2774
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,80300,Coupe,6 Series,2016,315,2,Luxury,Midsize,29,20,3916
Audi,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,33900,4dr SUV,Q3,2017,200,4,Crossover,Compact,28,20,3105
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,23330,4dr SUV,Rogue,2016,170,4,Crossover,Midsize,33,26,2009
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,17930,4dr Hatchback,Versa Note,2015,109,4,Hatchback,Compact,40,31,2009
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,55600,Sedan,5 Series,2015,302,4,Luxury,Large,31,20,3916
Nissan,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,20250,4dr Hatchback,Juke,2015,188,4,Crossover,Compact,32,28,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,55600,Sedan,E-Class,2016,302,4,Luxury,Midsize,28,20,617
Mercedes-Benz,DIRECT_DRIVE,electric,0,front wheel drive,39900,4dr Hatchback,B-Class Electric Drive,2017,177,4,Hatchback,Compact,82,85,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,85050,Convertible,SL-Class,2016,329,2,Luxury,Compact,27,20,617
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,35950,Wagon,V60,2015,240,4,Luxury,Midsize,37,25,870
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,37100,Wagon,XC70,2016,240,4,Crossover,Midsize,31,23,870
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,70950,Sedan,A7,2016,333,4,Luxury,Large,30,20,3105
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,81500,Sedan,7 Series,2017,320,4,Luxury,Large,29,21,3916
BMW,AUTOMATIC,premium unleaded (required),8,rear wheel drive,94600,Sedan,7 Series,2017,445,4,Luxury,Large,26,17,3916
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,48175,Wagon,XC70,2016,250,4,Crossover,Midsize,26,19,870
Volvo,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,43950,4dr SUV,XC90,2016,250,4,Crossover,Large,26,22,870
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,front wheel drive,44050,Convertible,A3,2015,170,2,Luxury,Compact,35,24,3105
